event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount
demo_event_84,demo_sam,expense,Gym membership,gym,debit,45.0,USD,2024-10-09,2024-10-09,settled,,stoppable,
demo_event_85,demo_sam,expense,Streaming subscription,streaming,debit,16.0,USD,2024-10-11,2024-10-11,settled,,stoppable,
demo_event_86,demo_sam,expense,Grocery shopping,groceries,debit,260.0,USD,2024-10-12,2024-10-12,settled,,fixed,
demo_event_87,demo_sam,expense,Transport,transport,debit,80.0,USD,2024-10-16,2024-10-16,settled,,fixed,
demo_event_88,demo_sam,expense,Dining out,dining,debit,150.0,USD,2024-10-21,2024-10-21,settled,,reducible,50.0
demo_event_89,demo_sam,expense,Student loan payment,education,debit,180.0,USD,2024-10-27,2024-10-27,settled,,fixed,
demo_event_90,demo_sam,income,Bi-weekly paycheck,salary,credit,1450.0,USD,2024-11-01,2024-11-01,settled,,fixed,
demo_event_91,demo_sam,income,Bi-weekly paycheck,salary,credit,1450.0,USD,2024-11-15,2024-11-15,settled,,fixed,
demo_event_92,demo_sam,expense,Studio rent,rent,debit,1050.0,USD,2024-11-02,2024-11-02,settled,,fixed,
demo_event_93,demo_sam,expense,Utilities,utilities,debit,95.0,USD,2024-11-06,2024-11-06,settled,,fixed,
demo_event_94,demo_sam,expense,Gym membership,gym,debit,45.0,USD,2024-11-09,2024-11-09,settled,,stoppable,
demo_event_95,demo_sam,expense,Streaming subscription,streaming,debit,16.0,USD,2024-11-11,2024-11-11,settled,,stoppable,
demo_event_96,demo_sam,expense,Grocery shopping,groceries,debit,260.0,USD,2024-11-12,2024-11-12,settled,,fixed,
demo_event_97,demo_sam,expense,Transport,transport,debit,80.0,USD,2024-11-16,2024-11-16,settled,,fixed,
demo_event_98,demo_sam,expense,Dining out,dining,debit,150.0,USD,2024-11-21,2024-11-21,settled,,reducible,50.0
demo_event_99,demo_sam,expense,Student loan payment,education,debit,180.0,USD,2024-11-27,2024-11-27,settled,,fixed,
demo_event_100,demo_sam,income,Bi-weekly paycheck,salary,credit,1450.0,USD,2024-12-01,2024-12-01,settled,,fixed,
demo_event_101,demo_sam,income,Bi-weekly paycheck,salary,credit,1450.0,USD,2024-12-15,2024-12-15,settled,,fixed,
demo_event_102,demo_sam,expense,Studio rent,rent,debit,1050.0,USD,2024-12-02,2024-12-02,settled,,fixed,
demo_event_103,demo_sam,expense,Utilities,utilities,debit,95.0,USD,2024-12-06,2024-12-06,settled,,fixed,
demo_event_104,demo_sam,expense,Gym membership,gym,debit,45.0,USD,2024-12-09,2024-12-09,settled,,stoppable,
demo_event_105,demo_sam,expense,Streaming subscription,streaming,debit,16.0,USD,2024-12-11,2024-12-11,settled,,stoppable,
demo_event_106,demo_sam,expense,Grocery shopping,groceries,debit,260.0,USD,2024-12-12,2024-12-12,settled,,fixed,
demo_event_107,demo_sam,expense,Transport,transport,debit,80.0,USD,2024-12-16,2024-12-16,settled,,fixed,
demo_event_108,demo_sam,expense,Dining out,dining,debit,150.0,USD,2024-12-21,2024-12-21,settled,,reducible,50.0
demo_event_109,demo_sam,expense,Student loan payment,education,debit,180.0,USD,2024-12-27,2024-12-27,settled,,fixed,
demo_event_110,demo_sam,income,Next confirmed paycheck,salary,credit,1450.0,USD,2025-02-01,2025-02-01,scheduled,,fixed,
demo_event_111,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-07-01,2024-07-01,settled,,fixed,
demo_event_112,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-07-03,2024-07-03,settled,,fixed,
demo_event_113,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-07-05,2024-07-05,settled,,fixed,
demo_event_114,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-07-07,2024-07-07,settled,,stoppable,
demo_event_115,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-07-12,2024-07-12,settled,,fixed,
demo_event_116,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-07-16,2024-07-16,settled,,fixed,
demo_event_117,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-07-22,2024-07-22,settled,,fixed,
demo_event_118,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-08-01,2024-08-01,settled,,fixed,
demo_event_119,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-08-03,2024-08-03,settled,,fixed,
demo_event_120,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-08-05,2024-08-05,settled,,fixed,
demo_event_121,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-08-07,2024-08-07,settled,,stoppable,
demo_event_122,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-08-12,2024-08-12,settled,,fixed,
demo_event_123,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-08-16,2024-08-16,settled,,fixed,
demo_event_124,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-08-22,2024-08-22,settled,,fixed,
demo_event_125,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-09-01,2024-09-01,settled,,fixed,
demo_event_126,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-09-03,2024-09-03,settled,,fixed,
demo_event_127,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-09-05,2024-09-05,settled,,fixed,
demo_event_128,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-09-07,2024-09-07,settled,,stoppable,
demo_event_129,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-09-12,2024-09-12,settled,,fixed,
demo_event_130,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-09-16,2024-09-16,settled,,fixed,
demo_event_131,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-09-22,2024-09-22,settled,,fixed,
demo_event_132,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-10-01,2024-10-01,settled,,fixed,
demo_event_133,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-10-03,2024-10-03,settled,,fixed,
demo_event_134,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-10-05,2024-10-05,settled,,fixed,
demo_event_135,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-10-07,2024-10-07,settled,,stoppable,
demo_event_136,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-10-12,2024-10-12,settled,,fixed,
demo_event_137,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-10-16,2024-10-16,settled,,fixed,
demo_event_138,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-10-22,2024-10-22,settled,,fixed,
demo_event_139,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-11-01,2024-11-01,settled,,fixed,
demo_event_140,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-11-03,2024-11-03,settled,,fixed,
demo_event_141,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-11-05,2024-11-05,settled,,fixed,
demo_event_142,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-11-07,2024-11-07,settled,,stoppable,
demo_event_143,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-11-12,2024-11-12,settled,,fixed,
demo_event_144,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-11-16,2024-11-16,settled,,fixed,
demo_event_145,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-11-22,2024-11-22,settled,,fixed,
demo_event_146,demo_jordan,income,Monthly salary,salary,credit,2600.0,EUR,2024-12-01,2024-12-01,settled,,fixed,
demo_event_147,demo_jordan,expense,Apartment rent,rent,debit,1400.0,EUR,2024-12-03,2024-12-03,settled,,fixed,
demo_event_148,demo_jordan,expense,Utilities,utilities,debit,160.0,EUR,2024-12-05,2024-12-05,settled,,fixed,
demo_event_149,demo_jordan,expense,Cloud storage,cloud_storage,debit,12.0,EUR,2024-12-07,2024-12-07,settled,,stoppable,
demo_event_150,demo_jordan,expense,Grocery shopping,groceries,debit,340.0,EUR,2024-12-12,2024-12-12,settled,,fixed,
demo_event_151,demo_jordan,expense,Transport,transport,debit,90.0,EUR,2024-12-16,2024-12-16,settled,,fixed,
demo_event_152,demo_jordan,expense,Loan payment,debt_repayment,debit,420.0,EUR,2024-12-22,2024-12-22,settled,,fixed,
demo_event_153,demo_jordan,income,Next confirmed salary,salary,credit,2600.0,EUR,2025-02-01,2025-02-01,scheduled,,fixed,
demo_event_154,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-07-01,2024-07-01,settled,,fixed,
demo_event_155,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-07-15,2024-07-15,settled,,fixed,
demo_event_156,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-07-03,2024-07-03,settled,,fixed,
demo_event_157,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-07-06,2024-07-06,settled,,fixed,
demo_event_158,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-07-08,2024-07-08,settled,,stoppable,
demo_event_159,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-07-12,2024-07-12,settled,,fixed,
demo_event_160,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-07-16,2024-07-16,settled,,fixed,
demo_event_161,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-07-20,2024-07-20,settled,,reducible,25.0
demo_event_162,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-08-01,2024-08-01,settled,,fixed,
demo_event_163,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-08-15,2024-08-15,settled,,fixed,
demo_event_164,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-08-03,2024-08-03,settled,,fixed,
demo_event_165,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-08-06,2024-08-06,settled,,fixed,
demo_event_166,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-08-08,2024-08-08,settled,,stoppable,
demo_event_167,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-08-12,2024-08-12,settled,,fixed,
demo_event_168,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-08-16,2024-08-16,settled,,fixed,
demo_event_169,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-08-20,2024-08-20,settled,,reducible,25.0
demo_event_170,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-09-01,2024-09-01,settled,,fixed,
demo_event_171,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-09-15,2024-09-15,settled,,fixed,
demo_event_172,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-09-03,2024-09-03,settled,,fixed,
demo_event_173,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-09-06,2024-09-06,settled,,fixed,
demo_event_174,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-09-08,2024-09-08,settled,,stoppable,
demo_event_175,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-09-12,2024-09-12,settled,,fixed,
demo_event_176,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-09-16,2024-09-16,settled,,fixed,
demo_event_177,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-09-20,2024-09-20,settled,,reducible,25.0
demo_event_178,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-10-01,2024-10-01,settled,,fixed,
demo_event_179,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-10-15,2024-10-15,settled,,fixed,
demo_event_180,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-10-03,2024-10-03,settled,,fixed,
demo_event_181,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-10-06,2024-10-06,settled,,fixed,
demo_event_182,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-10-08,2024-10-08,settled,,stoppable,
demo_event_183,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-10-12,2024-10-12,settled,,fixed,
demo_event_184,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-10-16,2024-10-16,settled,,fixed,
demo_event_185,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-10-20,2024-10-20,settled,,reducible,25.0
demo_event_186,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-11-01,2024-11-01,settled,,fixed,
demo_event_187,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-11-15,2024-11-15,settled,,fixed,
demo_event_188,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-11-03,2024-11-03,settled,,fixed,
demo_event_189,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-11-06,2024-11-06,settled,,fixed,
demo_event_190,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-11-08,2024-11-08,settled,,stoppable,
demo_event_191,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-11-12,2024-11-12,settled,,fixed,
demo_event_192,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-11-16,2024-11-16,settled,,fixed,
demo_event_193,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-11-20,2024-11-20,settled,,reducible,25.0
demo_event_194,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-12-01,2024-12-01,settled,,fixed,
demo_event_195,demo_priya,income,Biweekly paycheck,salary,credit,900.0,USD,2024-12-15,2024-12-15,settled,,fixed,
demo_event_196,demo_priya,expense,Apartment rent,rent,debit,500.0,USD,2024-12-03,2024-12-03,settled,,fixed,
demo_event_197,demo_priya,expense,Utilities,utilities,debit,60.0,USD,2024-12-06,2024-12-06,settled,,fixed,
demo_event_198,demo_priya,expense,Streaming subscription,streaming,debit,15.0,USD,2024-12-08,2024-12-08,settled,,stoppable,
demo_event_199,demo_priya,expense,Grocery shopping,groceries,debit,150.0,USD,2024-12-12,2024-12-12,settled,,fixed,
demo_event_200,demo_priya,expense,Transport,transport,debit,50.0,USD,2024-12-16,2024-12-16,settled,,fixed,
demo_event_201,demo_priya,expense,Dining out,dining,debit,70.0,USD,2024-12-20,2024-12-20,settled,,reducible,25.0
demo_event_202,demo_priya,income,Next confirmed paycheck,salary,credit,900.0,USD,2025-02-01,2025-02-01,scheduled,,fixed,
